id,lat,long,name,freq
512,40.750072700000004,-73.998392789999997,W 29 St & 9 Ave,872
513,40.768253999999999,-73.988639000000006,W 56 St & 10 Ave,963
514,40.76087502,-74.002776679999997,12 Ave & W 40 St,565
515,40.760094369999997,-73.994618430000003,W 43 St & 10 Ave,1364
516,40.752068620000003,-73.96784384,E 47 St & 1 Ave,480
517,40.751492630000001,-73.977988479999993,Pershing Square S,1869
518,40.747803730000001,-73.973441900000012,E 39 St & 2 Ave,1648
519,40.751884060000002,-73.977701640000006,Pershing Square N,3634
520,40.759922619999998,-73.976485159999996,W 52 St & 5 Ave,920
521,40.75044999,-73.994810509999994,8 Ave & W 31 St,3295
522,40.757147580000002,-73.972078359999998,E 51 St & Lexington Ave,838
523,40.75466591,-73.991381520000004,W 38 St & 8 Ave,2159
524,40.755273070000001,-73.983169360000005,W 43 St & 6 Ave,1222
525,40.755941589999999,-74.002116299999997,W 34 St & 11 Ave,480
526,40.747659470000002,-73.984907070000006,E 33 St & 5 Ave,1264
527,40.743155659999999,-73.974347260000002,E 33 St & 1 Ave,1450
528,40.742909019999999,-73.97706058,2 Ave & E 31 St,1865
529,40.757569899999993,-73.990985069999994,W 42 St & 8 Ave,1467
531,40.718939040000002,-73.992662879999997,Forsyth St & Broome St,1251
532,40.710450999999999,-73.960875999999999,S 5 Pl & S 4 St,388
533,40.752996410000002,-73.987216189999998,Broadway & W 39 St,600
534,40.702550649999999,-74.012723399999999,Water - Whitehall Plaza,565
536,40.741443869999998,-73.975360820000006,1 Ave & E 30 St,1195
537,40.740258779999998,-73.984092140000001,Lexington Ave & E 24 St,1564
538,40.75795248,-73.977876420000001,W 49 St & 5 Ave,944
539,40.715348249999998,-73.960241159999995,Metropolitan Ave & Bedford Ave,406
540,40.741472860000002,-73.983209279999997,Lexington Ave & E 26 St,1732
261,40.69474881,-73.983624640000002,Johnson St & Gold St,327
474,40.745167700000003,-73.986830769999997,5 Ave & E 29 St,1406
546,40.744449209999999,-73.983035290000004,E 30 St & Park Ave S,1141
351,40.705309540000002,-74.00612572,Front St & Maiden Ln,515
2012,40.739445000000003,-73.97680600000001,E 27 St & 1 Ave,908
343,40.697940000000003,-73.969868480000002,Clinton Ave & Flushing Ave,158
72,40.767272159999997,-73.993928879999999,W 52 St & 11 Ave,924
2000,40.702550879999997,-73.98940236,Front St & Washington St,477
79,40.719115520000003,-74.006666609999996,Franklin St & W Broadway,617
82,40.711174159999999,-74.000165449999997,St James Pl & Pearl St,356
83,40.68382604,-73.976323280000003,Atlantic Ave & Fort Greene Pl,444
442,40.746646999999996,-73.993915000000001,W 27 St & 7 Ave,1797
481,40.712604859999999,-73.962644030000007,S 3 St & Bedford Ave,150
116,40.741776029999997,-74.001497459999996,W 17 St & 8 Ave,1919
119,40.696089409999999,-73.978034149999999,Park Ave & St Edwards St,92
120,40.686767930000002,-73.959281680000004,Lexington Ave & Classon Ave,152
127,40.731724280000002,-74.006744359999999,Barrow St & Hudson St,1435
128,40.72710258,-74.002970880000007,MacDougal St & Prince St,1619
243,40.687978999999999,-73.978474000000006,Fulton St & Rockwell Pl,520
137,40.761628000000002,-73.972924000000006,E 56 St & Madison Ave,856
279,40.699869370000002,-73.982719329999995,Sands St & Gold St,123
143,40.692395019999999,-73.993379090000005,Clinton St & Joralemon St,277
144,40.698398949999998,-73.980689139999996,Nassau St & Navy St,93
146,40.716250080000002,-74.009105899999994,Hudson St & Reade St,681
147,40.715421970000001,-74.011219780000005,Greenwich St & Warren St,1143
150,40.720873600000004,-73.980857950000001,E 2 St & Avenue C,762
151,40.721815800000002,-73.997203069999998,Cleveland Pl & Spring St,1984
152,40.71473993,-74.009106270000004,Warren St & Church St,562
153,40.752062306999996,-73.981632404300001,E 40 St & 5 Ave,1506
157,40.690892720000001,-73.996123490000002,Henry St & Atlantic Ave,477
160,40.748238000000001,-73.978311000000005,E 37 St & Lexington Ave,852
161,40.729170250000003,-73.998102309999993,LaGuardia Pl & W 3 St,1280
164,40.753230979999998,-73.970325169999995,E 47 St & 2 Ave,956
167,40.748900599999999,-73.976048820000003,E 39 St & 3 Ave,1391
168,40.739713010000003,-73.994564049999994,W 18 St & 6 Ave,1982
173,40.760646790000003,-73.984426589999998,Broadway & W 49 St,1082
174,40.738176500000002,-73.977386620000004,E 25 St & 1 Ave,951
195,40.709056230000002,-74.010433820000003,Liberty St & Broadway,1092
545,40.736502000000002,-73.978094720000001,E 23 St & 1 Ave,1548
468,40.765265399999997,-73.981923379999998,Broadway & W 55 St,793
212,40.743349350000003,-74.006817530000006,W 16 St & The High Line,1317
216,40.700378669999999,-73.99548059,Columbia Heights & Cranberry St,123
217,40.702771589999998,-73.993836049999999,Old Fulton St,170
218,40.690284370000001,-73.987071049999997,Gallatin Pl & Livingston St,96
223,40.737815089999998,-73.999946609999995,W 13 St & 7 Ave,1047
2002,40.716887,-73.963197999999991,Wythe Ave & Metropolitan Ave,293
225,40.741951380000003,-74.008030129999995,W 14 St & The High Line,396
228,40.754601102599999,-73.971878855,E 48 St & 3 Ave,955
229,40.72743423,-73.993790250000004,Great Jones St,1498
2001,40.698920540000003,-73.973329960000001,7 Ave & Farragut St,103
232,40.695976829999999,-73.990148919999996,Cadman Plaza E & Tillary St,150
233,40.692462769999999,-73.989639109999999,Joralemon St & Adams St,706
236,40.728418599999998,-73.987139560000003,St Marks Pl & 2 Ave,1459
237,40.730473089999997,-73.986723780000005,E 11 St & 2 Ave,1484
238,40.736196700000001,-74.008592070000006,Bank St & Washington St,720
239,40.691965660000001,-73.981301799999997,Willoughby St & Fleet St,400
241,40.689810350000002,-73.974931209999994,DeKalb Ave & S Portland Ave,269
242,40.697883490000002,-73.973503320000006,Flushing Ave & Carlton Ave,179
2003,40.734160590000002,-73.98024289,1 Ave & E 18 St,1246
244,40.691960350000002,-73.965368510000005,Willoughby Ave & Hall St,296
245,40.693270179999999,-73.977038739999998,Myrtle Ave & St Edwards St,144
247,40.735353979999999,-74.004830909999995,Perry St & Bleecker St,765
248,40.721853789999997,-74.007717790000001,Laight St & Hudson St,231
249,40.718709869999998,-74.009000900000004,Harrison St & Hudson St,514
250,40.724560889999999,-73.995652930000006,Lafayette St & Jersey St,550
251,40.72317958,-73.994800119999994,Mott St & Prince St,1110
252,40.732263979999999,-73.998522050000005,MacDougal St & Washington Sq,837
253,40.735439339999999,-73.99453948,W 13 St & 5 Ave,552
254,40.73532427,-73.998004190000003,W 11 St & 6 Ave,895
2005,40.705311940000001,-73.971000559999993,Railroad Ave & Kay Ave,26
257,40.719392259999999,-74.002472139999995,Lispenard St & Broadway,922
258,40.689407469999999,-73.968854579999999,DeKalb Ave & Vanderbilt Ave,312
259,40.701221279999999,-74.012342180000005,South St & Whitehall St,271
260,40.703651819999997,-74.011677969999994,Broad St & Bridge St,363
470,40.743453350000003,-74.000040310000003,W 20 St & 8 Ave,1061
262,40.691782320000002,-73.973729890000001,Washington Park,224
263,40.717290000000006,-73.996375,Elizabeth St & Hester St,1225
264,40.707064559999999,-74.007318530000006,Maiden Ln & Pearl St,951
265,40.722293460000003,-73.991475350000002,Stanton St & Chrystie St,983
266,40.723683610000002,-73.975748129999999,Avenue D & E 8 St,341
267,40.750977110000001,-73.987654280000001,Broadway & W 36 St,762
268,40.719105370000001,-73.999733370000001,Howard St & Centre St,962
270,40.693082570000001,-73.971789130000005,Adelphi St & Myrtle Ave,602
271,40.685281719999999,-73.978058129999994,Ashland Pl & Hanson Pl,658
2008,40.705692540000001,-74.016776849999999,Little West St & 1 Pl,391
274,40.686918650000003,-73.976681999999997,Lafayette Ave & Fort Greene Pl,331
275,40.686500649999999,-73.965633069999996,Washington Ave & Greene Ave,197
276,40.717487519999999,-74.010455399999998,Duane St & Greenwich St,529
278,40.697665639999997,-73.984764369999994,Concord St & Bridge St,136
473,40.721100630000002,-73.991925400000014,Rivington St & Chrystie St,634
280,40.73331967,-73.995101320000003,E 10 St & 5 Ave,1053
281,40.764397100000004,-73.973714650000005,Grand Army Plaza & Central Park S,1105
282,40.708272950000001,-73.968341010000003,Kent Ave & S 11 St,172
284,40.739016912099999,-74.002637610299999,Greenwich Ave & 8 Ave,2039
285,40.734545670000003,-73.990741420000006,Broadway & E 14 St,2184
289,40.684568299999995,-73.958810810000003,Monroe St & Classon Ave,109
290,40.760202579999998,-73.964784730000005,2 Ave & E 58 St,734
291,40.713126000000003,-73.984843999999995,Madison St & Montgomery St,549
293,40.730286659999997,-73.9907647,Lafayette St & E 8 St,3178
294,40.730493930000002,-73.995721400000008,Washington Square E,1088
295,40.714066670000001,-73.992939109999995,Pike St & E Broadway,787
296,40.71413089,-73.997046799999993,Division St & Bowery,770
297,40.734231999999999,-73.986923000000004,E 15 St & 3 Ave,1301
298,40.686832080000002,-73.979677199999998,3 Ave & Schermerhorn St,165
300,40.728144999999998,-73.990213999999995,Shevchenko Pl & E 6 St,1106
301,40.722174440000003,-73.983687790000005,E 2 St & Avenue B,1345
302,40.720828339999997,-73.977931720000001,Avenue D & E 3 St,540
303,40.723627380000003,-73.999496010000001,Mercer St & Spring St,881
304,40.704633340000001,-74.013617060000001,Broadway & Battery Pl,708
305,40.760957560000001,-73.967244669999999,E 58 St & 3 Ave,1099
306,40.708235019999996,-74.005300629999994,Cliff St & Fulton St,952
307,40.714274869999997,-73.989900250000005,Canal St & Rutgers St,1313
308,40.713079159999999,-73.998511930000006,St James Pl & Oliver St,587
309,40.714978700000003,-74.013012000000003,Murray St & West St,757
310,40.689269420000002,-73.989128669999999,State St & Smith St,527
311,40.717227399999999,-73.988020840000004,Norfolk St & Broome St,856
312,40.722054999999997,-73.989110999999994,Allen St & E Houston St,1175
2022,40.758491159999998,-73.959206219999999,E 59 St & Sutton Pl,514
314,40.694246739999997,-73.992159220000005,Montague St & Clinton St,313
315,40.703553769999999,-74.006702270000005,South St & Gouverneur Ln,310
316,40.709559579999997,-74.006536089999997,Fulton St & William St,710
317,40.724537339999998,-73.981854240000004,E 6 St & Avenue B,1496
318,40.753201590000003,-73.977987400000004,E 43 St & Vanderbilt Ave,2519
319,40.713361239999998,-74.009376219999993,Park Pl & Church St,770
320,40.717439980000002,-74.005834750000005,Church St & Leonard St,706
224,40.711463639999998,-74.005524269999995,Spruce St & Nassau St,477
322,40.696191999999996,-73.991218000000003,Clinton St & Tillary St,179
323,40.692361779999999,-73.986317459999995,Lawrence St & Willoughby St,1667
324,40.689888000000003,-73.981013000000004,DeKalb Ave & Hudson Ave,596
325,40.736245269999998,-73.98473765,E 19 St & 3 Ave,1147
326,40.72953837,-73.984267259999996,E 11 St & 1 Ave,1480
327,40.715337899999994,-74.016583539999999,Vesey Pl & River Terrace,1345
328,40.724055489999998,-74.009659650000003,Watts St & Greenwich St,777
329,40.720434109999999,-74.010206089999997,Greenwich St & N Moore St,1334
330,40.714504509999998,-74.00562789,Reade St & Broadway,755
331,40.711731069999999,-73.991930429999996,Pike St & Monroe St,347
332,40.712199060000003,-73.979481480000004,Cherry St,362
334,40.742387870000002,-73.99726235,W 20 St & 7 Ave,1328
335,40.72903917,-73.994046490000002,Washington Pl & Broadway,1069
336,40.730477469999997,-73.999060650000004,Sullivan St & Washington Sq,783
337,40.703799200000006,-74.008386759999993,Old Slip & Front St,479
339,40.725806140000003,-73.974224939999999,Avenue D & E 12 St,106
340,40.712690420000001,-73.987763229999999,Madison St & Clinton St,579
341,40.717821430000001,-73.976289390000005,Stanton St & Mangin St,462
342,40.717399729999997,-73.980165549999995,Columbia St & Rivington St,639
313,40.696102260000004,-73.967510369999999,Washington Ave & Park Ave,312
344,40.685144299999997,-73.953809039999996,Monroe St & Bedford Ave,208
345,40.736494030000003,-73.997043739999995,W 13 St & 6 Ave,1533
346,40.736528890000002,-74.006180259999994,Bank St & Hudson St,943
347,40.728738880000002,-74.007488420000001,W Houston St & Hudson St,1434
348,40.724909850000003,-74.001547020000004,W Broadway & Spring St,923
349,40.718502110000003,-73.983298590000004,Rivington St & Ridge St,580
350,40.715595090000001,-73.987029500000006,Clinton St & Grand St,855
485,40.75038009,-73.983389880000004,W 37 St & 5 Ave,1064
352,40.76340613,-73.977224789999994,W 56 St & 6 Ave,1253
353,40.685395669999998,-73.974314579999998,S Portland Ave & Hanson Pl,183
354,40.693631369999999,-73.962235579999998,Emerson Pl & Myrtle Ave,194
355,40.716021179999998,-73.999743719999998,Bayard St & Baxter St,952
356,40.71622644,-73.982612059999994,Bialystoker Pl & Delancey St,576
357,40.732617869999999,-73.991580429999999,E 11 St & Broadway,1023
358,40.73291553,-74.007113840000002,Christopher St & Greenwich St,1672
359,40.755102669999999,-73.974986959999995,E 47 St & Park Ave,1355
360,40.707179359999998,-74.008873080000001,William St & Pine St,679
361,40.716058660000002,-73.991907589999997,Allen St & Hester St,1230
362,40.751726320000003,-73.987535230000006,Broadway & W 37 St,365
363,40.708346980000002,-74.01713445,West Thames St,840
364,40.689004429999997,-73.960238540000006,Lafayette Ave & Classon Ave,213
365,40.682231659999999,-73.961458300000004,Fulton St & Grand Ave,245
366,40.693261,-73.968896000000001,Clinton Ave & Myrtle Ave,652
367,40.758280650000003,-73.970694309999999,E 53 St & Lexington Ave,795
368,40.730385990000002,-74.002149880000005,Carmine St & 6 Ave,1612
369,40.732241190000003,-74.000263939999996,Washington Pl & 6 Ave,824
372,40.694528000000005,-73.958089000000001,Franklin Ave & Myrtle Ave,94
373,40.693317159999999,-73.953819949999996,Willoughby Ave & Walworth St,183
375,40.72679454,-73.996950940000005,Mercer St & Bleecker St,1485
376,40.708621440000002,-74.007221560000005,John St & William St,710
377,40.722437970000001,-74.005664429999996,6 Ave & Canal St,612
379,40.749155999999999,-73.991600000000005,W 31 St & 7 Ave,2231
380,40.734011430000002,-74.00293877,W 4 St & 7 Ave S,1468
382,40.734926950000002,-73.992005090000006,University Pl & E 14 St,1920
383,40.735238000000003,-74.000270999999998,Greenwich Ave & Charles St,957
384,40.683178130000002,-73.965964099999994,Fulton St & Waverly Ave,305
385,40.757973219999997,-73.966033080000003,E 55 St & 2 Ave,592
386,40.714948069999998,-74.002344820000005,Centre St & Worth St,613
387,40.71273266,-74.004607300000004,Centre St & Chambers St,1196
388,40.749717752999999,-74.002950346000006,W 26 St & 10 Ave,1337
389,40.710445540000002,-73.96525063,Broadway & Berry St,147
390,40.69221589,-73.984284400000007,Duffield St & Willoughby St,248
391,40.69760127,-73.993445589999993,Clark St & Henry St,528
392,40.695065,-73.987166999999999,Jay St & Tech Pl,239
393,40.722992079999997,-73.979954660000004,E 5 St & Avenue C,798
394,40.725213109999999,-73.977687520000003,E 9 St & Avenue C,1194
395,40.688070029999999,-73.984106370000006,Bond St & Schermerhorn St,369
396,40.680342422999999,-73.955768939199999,Lefferts Pl & Franklin Ave,178
397,40.684157480000003,-73.969222729999998,Fulton St & Clermont Ave,167
398,40.691651829999998,-73.999978599999992,Atlantic Ave & Furman St,163
399,40.688515340000002,-73.964762800000003,Lafayette Ave & St James Pl,184
400,40.719260810000002,-73.981780240000006,Pitt St & Stanton St,292
401,40.720195760000003,-73.989978249999993,Allen St & Rivington St,1225
402,40.740343200000005,-73.989551090000006,Broadway & E 22 St,2469
403,40.725028760000001,-73.990696560000004,E 2 St & 2 Ave,990
404,40.740582600000003,-74.005508669999998,9 Ave & W 14 St,1034
405,40.739322999999999,-74.008118999999994,Washington St & Gansevoort St,1026
406,40.695128449999999,-73.995950649999997,Hicks St & Montague St,416
407,40.700468999999998,-73.991454000000004,Henry St & Poplar St,211
408,40.710762279999997,-73.994003980000002,Market St & Cherry St,328
409,40.690649499999999,-73.956431069999994,DeKalb Ave & Skillman St,155
410,40.720664419999999,-73.985179770000002,Suffolk St & Stanton St,1325
411,40.722280869999999,-73.976687089999999,E 6 St & Avenue D,429
412,40.715815500000005,-73.994223660000003,Forsyth St & Canal St,694
414,40.702818579999999,-73.987657619999993,Pearl St & Anchorage Pl,289
415,40.704717700000003,-74.009260269999999,Pearl St & Hanover Square,569
416,40.687534059999997,-73.972651830000004,Cumberland St & Lafayette Ave,342
417,40.712912240000001,-74.010202340000006,Barclay St & Church St,1820
418,40.702240000000003,-73.982578000000004,Front St & Gold St,167
419,40.695807049999999,-73.973555689999998,Carlton Ave & Park Ave,62
420,40.687644839999997,-73.969689020000004,Clermont Ave & Lafayette Ave,206
421,40.69573398,-73.971296679999995,Clermont Ave & Park Ave,162
422,40.770513000000001,-73.988038000000003,W 59 St & 10 Ave,1176
423,40.765849410000001,-73.986905059999998,W 54 St & 9 Ave,570
426,40.71754834,-74.013220689999997,West St & Chambers St,1505
427,40.702515259999998,-74.014270229999994,State St,306
428,40.724677210000003,-73.987834129999996,E 3 St & 1 Ave,1403
430,40.701485099999999,-73.986569279999998,York St & Jay St,671
431,40.68864636,-73.982634289999993,Hanover Pl & Livingston St,61
432,40.72621788,-73.983798550000003,E 7 St & Avenue A,1412
433,40.729553610000004,-73.98057249,E 13 St & Avenue A,1393
434,40.743174490000001,-74.003664430000001,9 Ave & W 18 St,815
435,40.741739690000003,-73.994155559999996,W 21 St & 6 Ave,3068
436,40.682165640000001,-73.953990259999998,Hancock St & Bedford Ave,143
437,40.680983385399998,-73.950047975900006,Macon St & Nostrand Ave,141
438,40.727791259999996,-73.985649449999997,St Marks Pl & 1 Ave,1180
439,40.726280700000004,-73.989780409999995,E 4 St & 2 Ave,1158
440,40.752554340000003,-73.972826249999997,E 45 St & 3 Ave,854
441,40.756014,-73.967416,E 52 St & 2 Ave,535
3002,40.711511999999999,-74.01575600000001,South End Ave & Liberty St,876
443,40.70853074,-73.964089630000004,Bedford Ave & S 9th St,53
444,40.742354299999995,-73.989150760000001,Broadway & W 24 St,2000
445,40.727407939999999,-73.981420060000005,E 10 St & Avenue A,1348
446,40.744876339999998,-73.995298849999998,W 24 St & 7 Ave,1557
447,40.76370739,-73.985161500000004,8 Ave & W 52 St,1353
448,40.756603589999997,-73.997900900000005,W 37 St & 10 Ave,1321
449,40.764618370000001,-73.987894729999994,W 52 St & 9 Ave,778
450,40.76227205,-73.987882049999996,W 49 St & 8 Ave,1641
487,40.73314259,-73.975738809999996,E 20 St & FDR Drive,1119
453,40.744751479999998,-73.999153620000001,W 22 St & 8 Ave,1370
454,40.754557310000003,-73.965929759999995,E 51 St & 1 Ave,554
455,40.750019860000002,-73.969053009999996,1 Ave & E 44 St,867
456,40.759710799999993,-73.974023110000005,E 53 St & Madison Ave,741
457,40.766953170000001,-73.981693329999999,Broadway & W 58 St,1614
458,40.751396,-74.005226000000008,11 Ave & W 27 St,988
459,40.746745000000004,-74.007756000000001,W 20 St & 11 Ave,608
460,40.712858869999998,-73.965902940000007,S 4 St & Wythe Ave,234
461,40.735876779999998,-73.982050270000002,E 20 St & 2 Ave,1388
462,40.746919589999997,-74.004518869999998,W 22 St & 10 Ave,1678
463,40.74206539,-74.004431719999999,9 Ave & W 16 St,1200
464,40.759345009999997,-73.967596729999997,E 56 St & 3 Ave,457
465,40.75513557,-73.986580320000002,Broadway & W 41 St,1299
466,40.743954109999997,-73.99144871,W 25 St & 6 Ave,1447
467,40.683124890000002,-73.978951370000004,Dean St & 4 Ave,388
2004,40.724398999999998,-74.004704000000004,6 Ave & Broome St,797
469,40.763440580000001,-73.982681290000002,Broadway & W 53 St,754
2006,40.765909360000002,-73.976341509999997,Central Park S & 6 Ave,473
471,40.712868440000001,-73.956981189999993,Grand St & Havemeyer St,164
472,40.745712100000006,-73.981948290000005,E 32 St & Park Ave,1915
2009,40.711174440000001,-73.996826189999993,Catherine St & Monroe St,460
2010,40.721654809999997,-74.002347369999995,Grand St & Greene St,666
475,40.735242759999998,-73.987585609999996,E 16 St & Irving Pl,969
476,40.743943139999999,-73.979660690000003,E 31 St & 3 Ave,1255
477,40.756405479999998,-73.990026200000003,W 41 St & 8 Ave,2368
478,40.760300960000002,-73.99884222,11 Ave & W 41 St,1029
479,40.760192519999997,-73.991255100000004,9 Ave & W 45 St,1330
480,40.766696709999998,-73.990617279999995,W 53 St & 10 Ave,870
2017,40.750223920000003,-73.971214140000001,E 43 St & 2 Ave,448
0.739355420000003,-73.999317829999995,W 15 St & 7 Ave,1326
483,40.732232719999999,-73.988899570000001,E 12 St & 3 Ave,1388
484,40.75500254,-73.980144370000005,W 44 St & 5 Ave,942
2021,40.759291240000003,-73.988596509999994,W 45 St & 8 Ave,1221
486,40.746200899999998,-73.988557229999998,Broadway & W 29 St,1219
2023,40.759680850000002,-73.970313660000002,E 55 St & Lexington Ave,474
488,40.756458240000001,-73.993722219999995,W 39 St & 9 Ave,1831
489,40.750663860000003,-74.00176802,10 Ave & W 28 St,835
490,40.751550999999999,-73.993933999999996,8 Ave & W 33 St,2697
492,40.750199950000003,-73.990930849999998,W 33 St & 7 Ave,2063
493,40.7568001,-73.982911529999996,W 45 St & 6 Ave,1106
494,40.747348250000002,-73.997235509999996,W 26 St & 8 Ave,1442
495,40.762698819999997,-73.993012219999997,W 47 St & 10 Ave,877
496,40.737261859999997,-73.992389669999994,E 16 St & 5 Ave,1310
497,40.737049839999997,-73.990092959999998,E 17 St & Broadway,2764
498,40.748548620000001,-73.98808416,Broadway & W 32 St,1707
499,40.769155050000002,-73.981918410000006,Broadway & W 60 St,1358
500,40.762288259999998,-73.983361830000007,Broadway & W 51 St,875
501,40.744219000000001,-73.971212140000006,FDR Drive & E 35 St,592
502,40.714215000000003,-73.981346000000002,Henry St & Grand St,989
503,40.738274279999999,-73.987519680000005,E 20 St & Park Ave,1321
504,40.732218529999997,-73.981655570000001,1 Ave & E 15 St,1890
505,40.749012710000002,-73.988483950000003,6 Ave & W 33 St,1761
507,40.73912601,-73.979737760000006,E 25 St & 2 Ave,1372
508,40.763413790000001,-73.996674440000007,W 46 St & 11 Ave,691
509,40.745497299999997,-74.001971389999994,9 Ave & W 22 St,1530
510,40.760659699999998,-73.980420469999999,W 51 St & 6 Ave,1214
511,40.729386849999997,-73.977724289999998,E 14 St & Avenue B,1130
